SecurityId,AssetName,ExchangeType,SchemaName
TITANBIO,TITAN BIOTECH LTD.,BSE,ExchangeList
BIJHANS,BIJOY HANS LTD.,BSE,ExchangeList
SDL,Span Divergent Ltd-$,BSE,ExchangeList
JENBURPH,JENBURKT PHARMACEUTICALS LTD.,BSE,ExchangeList
HIKAL,HIKAL LTD.,BSE,ExchangeList
CAPLIPOINT,CAPLIN POINT LABORATORIES LTD.,BSE,ExchangeList
FISCHER,FISCHER CHEMIC LTD.,BSE,ExchangeList
LINKPH,LINK PHARMA CHEM LTD.,BSE,ExchangeList
DECIPHER,Decipher Labs Ltd,BSE,ExchangeList
EMMESSA,EMMESSAR BIOTECH & NUTRITION LTD.,BSE,ExchangeList
NGLFINE,NGL FINE-CHEM LTD.,BSE,ExchangeList
EVERESTO,EVEREST ORGANICS LTD.,BSE,ExchangeList
AUROPHARMA,AUROBINDO PHARMA LTD.,BSE,ExchangeList
PHYTO,PHYTO CHEM (INDIA) LTD.,BSE,ExchangeList
NATCOPHARM,NATCO PHARMA LTD.,BSE,ExchangeList
DYNAMIND,DYNAMIC INDUSTRIES LTD.-$,BSE,ExchangeList
PANAMAPET,PANAMA PETROCHEM LTD.,BSE,ExchangeList
BALPHARMA,BAL PHARMA LTD.,BSE,ExchangeList
BDH,BDH INDUSTRIES LTD.,BSE,ExchangeList
JAUSPOL,JAUSS POLYMERS LTD.,BSE,ExchangeList
GLOBUSCON,Globus Constructors & Developers Limited,BSE,ExchangeList
CUBEXTUB,CUBEX TUBINGS LTD.,BSE,ExchangeList
POLYCHMP,POLYMECHPLAST MACHINES LTD.,BSE,ExchangeList
GALXBRG,GALAXY BEARINGS LTD.,BSE,ExchangeList
SCAGRO,SC Agrotech Ltd,BSE,ExchangeList
RALEGRA,RAVILEELA GRANITES LTD.,BSE,ExchangeList
UNRYLMA,UNIROYAL MARINE EXPORTS LTD.,BSE,ExchangeList
KARANWO,KARAN WOO-SIN LTD.,BSE,ExchangeList
SHERVANI,SHERVANI INDUSTRIAL SYNDICATE LTD.,BSE,ExchangeList
BNHOLDINGS,BN Holdings Ltd,BSE,ExchangeList
SUPERTEX,SUPERTEX INDUSTRIES LTD.,BSE,ExchangeList
SHETR,SHETRON LTD.,BSE,ExchangeList
TRABI,TRANSGENE BIOTEK LTD.,BSE,ExchangeList
MPL,MPL Plastics Limited,BSE,ExchangeList
NIKHILAD,NIKHIL ADHESIVES LTD.-$,BSE,ExchangeList
SPENTA,SPENTA INTERNATIONAL LTD.,BSE,ExchangeList
MULTIBASE,MULTIBASE INDIA LTD.,BSE,ExchangeList
ANDREWYU,ANDREW YULE & COMPANY LTD.,BSE,ExchangeList
LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD.,BSE,ExchangeList
ASHRAM,ASHRAM ONLINE.COM LTD.,BSE,ExchangeList
ROYALCU,ROYAL CUSHION VINYL PRODUCTS LTD.-$,BSE,ExchangeList
SURJIND,SURAJ INDUSTRIES LTD.,BSE,ExchangeList
HITECHCORP,Hitech Corporation Ltd-$,BSE,ExchangeList
BLOOM,BLOOM DEKOR LTD.-$,BSE,ExchangeList
FILATEX,FILATEX INDIA LTD.-$,BSE,ExchangeList
STDSFAC,STANDARD SURFACTANTS LTD.,BSE,ExchangeList
MORGAN,MORGAN VENTURES LTD.,BSE,ExchangeList
AMRAPLIN,AMRAPALI INDUSTRIES LTD.,BSE,ExchangeList
PREMEXPLN,PREMIER EXPLOSIVES LTD.,BSE,ExchangeList
MIDEASTP,MID EAST PORTFOLIO MANAGEMENT LTD.,BSE,ExchangeList
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD.,BSE,ExchangeList
CRSTCHM,CRESTCHEM LTD.,BSE,ExchangeList
MPHASIS,MPHASIS LTD.,BSE,ExchangeList
MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.,BSE,ExchangeList
DIVSHKT,Divyashakti Ltd,BSE,ExchangeList
ORIENTLTD,ORIENT PRESS LTD.,BSE,ExchangeList
SHREYASI,SHREYAS INTERMEDIATES LTD.,BSE,ExchangeList
PANJON,PANJON LTD.,BSE,ExchangeList
NIRBHAYIND,Nirbhay Colours India Ltd,BSE,ExchangeList
DUROPACK,DUROPACK LTD.,BSE,ExchangeList
SWARNSAR,Swarnsarita Jewels India Ltd,BSE,ExchangeList
GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$,BSE,ExchangeList
NMDC,NMDC LTD.,BSE,ExchangeList
CINDHO,CINDRELLA HOTELS LTD.-$,BSE,ExchangeList
PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$,BSE,ExchangeList
ALPHAGEO,ALPHAGEO (INDIA) LTD.-$,BSE,ExchangeList
HAMPTON,Hampton Sky Realty Ltd,BSE,ExchangeList
KKALPANAIND,Kkalpana Industries (India) Ltd,BSE,ExchangeList
OKPLA,OK PLAY INDIA LTD.,BSE,ExchangeList
KRITI,KRITI INDUSTRIES (INDIA) LTD.-$,BSE,ExchangeList
ASMTEC,ASM TECHNOLOGIES LTD.,BSE,ExchangeList
PERFEPA,PERFECTPAC LTD.,BSE,ExchangeList
AMBIT,AMBITIOUS PLASTOMAC COMPANY LTD.,BSE,ExchangeList
VISIONCINE,VISION CINEMAS LTD.,BSE,ExchangeList
DATASOFT,DATASOFT APPLICATION SOFTWARE (INDIA) LTD.,BSE,ExchangeList
INDRANIB,INDRAYANI BIOTECH LTD.,BSE,ExchangeList
EUROLED,EURO LEDER FASHION LTD.,BSE,ExchangeList
WINSOMBR,WINSOME BREWERIES LTD.,BSE,ExchangeList
ELEFLOR,ELEGANT FLORICULTURE & AGROTECH (INDIA) LTD.,BSE,ExchangeList
SKYIND,SKY INDUSTRIES LTD.-$,BSE,ExchangeList
PHOENXINTL,PHOENIX INTERNATIONAL LTD.,BSE,ExchangeList
BHUDEVI,Bhudevi Infra Projects Ltd,BSE,ExchangeList
RISHIROOP,Rishiroop Ltd,BSE,ExchangeList
PROMACT,Promact Impex Ltd,BSE,ExchangeList
STRGRENWO,STERLING GREEN WOODS LTD.,BSE,ExchangeList
SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.,BSE,ExchangeList
SHAHISHIP,Shahi Shipping Ltd-$,BSE,ExchangeList
ALPINEHOU,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.,BSE,ExchangeList
SANGHIIND,SANGHI INDUSTRIES LTD.,BSE,ExchangeList
WWALUM,Worldwide Aluminium Ltd,BSE,ExchangeList
SFPIL,Square Four Projects India Limited,BSE,ExchangeList
SCANPGEOM,SCANPOINT GEOMATICS LTD.,BSE,ExchangeList
CHOKSILA,CHOKSI LABORATORIES LTD.,BSE,ExchangeList
CCHHL,Country Club Hospitality & Holidays Ltd,BSE,ExchangeList
LONTE,LONGVIEW TEA COMPANY LTD.,BSE,ExchangeList
MIDWEST,MIDWEST GOLD LTD.,BSE,ExchangeList
ENTRINT,ENTERPRISE INTERNATIONAL LTD.,BSE,ExchangeList
TECHIN,TECHINDIA NIRMAN LIMITED,BSE,ExchangeList
TPLPLASTEH,TPL PLASTECH LTD.,BSE,ExchangeList
WIMPLAST,WIM PLAST LTD.-$,BSE,ExchangeList
PHOTOQUP,PHOTOQUIP INDIA LTD.,BSE,ExchangeList
LIBERTSHOE,LIBERTY SHOES LTD.,BSE,ExchangeList
LIPPISYS,LIPPI SYSTEMS LTD.-$,BSE,ExchangeList
ELECTHERM,ELECTROTHERM (INDIA) LTD.,BSE,ExchangeList
BLUEDART,BLUE DART EXPRESS LTD.,BSE,ExchangeList
EXPOGAS,EXPO GAS CONTAINERS LTD.,BSE,ExchangeList
NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.,BSE,ExchangeList
MFLINDIA,MFL INDIA LTD.,BSE,ExchangeList
AJWAFUN,AJWA FUN WORLD & RESORT LTD.,BSE,ExchangeList
TEXELIN,TEXEL INDUSTRIES LTD.,BSE,ExchangeList
RAYALEMA,ROYALE MANOR HOTELS & INDUSTRIES LTD.,BSE,ExchangeList
MIRZAINT,MIRZA INTERNATIONAL LTD.,BSE,ExchangeList
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,BSE,ExchangeList
THAKDEV,THAKKERS DEVELOPERS LTD.,BSE,ExchangeList
ARENTERP,RAJDARSHAN INDUSTRIES LTD.,BSE,ExchangeList
BIL,BHARTIYA INTERNATIONAL LTD.,BSE,ExchangeList
KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,BSE,ExchangeList
TIRTPLS,TIRTH PLASTIC LTD.,BSE,ExchangeList
KEEPLEARN,DSJ keep Learning Ltd,BSE,ExchangeList
POLOHOT,POLO HOTELS LTD.,BSE,ExchangeList
ECOPLAST,ECOPLAST LTD.-$,BSE,ExchangeList
ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,BSE,ExchangeList
BITS,BITS LTD.,BSE,ExchangeList
ADARSHPL,ADARSH PLANT PROTECT LTD.,BSE,ExchangeList
HPBL,HCP Plastene Bulkpack Ltd,BSE,ExchangeList
NICCOPAR,NICCO PARKS & RESORTS LTD.-$,BSE,ExchangeList
NTCIND,NTC INDUSTRIES LTD.,BSE,ExchangeList
SANDESH,SANDESH LTD.,BSE,ExchangeList
GARNET,GARNET CONSTRUCTION LTD.,BSE,ExchangeList
GOLDIAM,GOLDIAM INTERNATIONAL LTD.,BSE,ExchangeList
BRIGHTBR,BRIGHT BROTHERS LTD.-$,BSE,ExchangeList
SHAWGELTIN,NARMADA GELATINES LTD.,BSE,ExchangeList
PGFOILQ,PG FOILS LTD.,BSE,ExchangeList
GRATEXI,GRATEX INDUSTRIES LTD.,BSE,ExchangeList
VELHO,VELAN HOTELS LTD.,BSE,ExchangeList
HOWARHO,HOWARD HOTELS LTD.,BSE,ExchangeList
PRESSURS,PRESSURE SENSITIVE SYSTEMS (INDIA) LTD.,BSE,ExchangeList
VALIANT,VALIANT COMMUNICATIONS LTD.-$,BSE,ExchangeList
DRAGARWQ,DR.AGARWALS EYE HOSPITAL LTD.-$,BSE,ExchangeList
MHSGRMS,MAHASAGAR TRAVELS LTD.,BSE,ExchangeList
GREENPLY,GREENPLY INDUSTRIES LTD.,BSE,ExchangeList
UNQTYMI,UNION QUALITY PLASTICS LTD.,BSE,ExchangeList
SEAMECLTD,SEAMEC LTD.,BSE,ExchangeList
RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,BSE,ExchangeList
CHEVIOT,CHEVIOT CO.LTD.-$,BSE,ExchangeList
DAICHI,DAI-ICHI KARKARIA LTD.-$,BSE,ExchangeList
RAJINFRA,Rajeswari Infrastructure Limited,BSE,ExchangeList
CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,BSE,ExchangeList
SIPL,SHELTER INFRA PROJECTS LTD.-$,BSE,ExchangeList
SHAKTIPR,SHAKTI PRESS LTD.,BSE,ExchangeList
ASHSI,ASHIRWAD STEELS & INDUSTRIES LTD.,BSE,ExchangeList
BANARBEADS,BANARAS BEADS LTD.,BSE,ExchangeList
AREXMIS,AREX INDUSTRIES LTD.,BSE,ExchangeList
BI,BILCARE LTD.-$,BSE,ExchangeList
ISFL,ISF LIMITED,BSE,ExchangeList
RISHILASE,RISHI LASER LTD.,BSE,ExchangeList
JAINCO,JAINCO PROJECTS (INDIA) LTD.,BSE,ExchangeList
KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD.,BSE,ExchangeList
INTECCAP,INTEC CAPITAL LTD.,BSE,ExchangeList
SIDDHEGA,SIDDHESWARI GARMENTS LTD.,BSE,ExchangeList
63MOONS,63 Moons Technologies Ltd,BSE,ExchangeList
SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,BSE,ExchangeList
MKTCREAT,MARKET CREATORS LTD.,BSE,ExchangeList
HFIL,Himalaya Food International Ltd,BSE,ExchangeList
SONALAD,SONAL ADHESIVES LTD.,BSE,ExchangeList
PADMAIND,Padmanabh Industries Limited,BSE,ExchangeList
21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,BSE,ExchangeList
HRYNSHP,HARIYANA SHIP BREAKERS LTD.-$,BSE,ExchangeList
ARUNIS,Arunis Abode Ltd,BSE,ExchangeList
TYROON,TYROON TEA CO.LTD.,BSE,ExchangeList
LAOPALA,LA OPALA RG LTD.,BSE,ExchangeList
STYLAMIND,Stylam Industries Limited,BSE,ExchangeList
VENUSREM,VENUS REMEDIES LTD.,BSE,ExchangeList
LASTMILE,Last Mile Enterprises Ltd,BSE,ExchangeList
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,BSE,ExchangeList
HEERAISP,HEERA ISPAT LTD.,BSE,ExchangeList
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,BSE,ExchangeList
CRIMSON,Crimson Metal Engineering Company Ltd,BSE,ExchangeList
SHBAJRG,Shri Bajrang Alliance Ltd,BSE,ExchangeList
ASHOKRE,ASHOKA REFINERIES LTD.,BSE,ExchangeList
URJA,URJA GLOBAL LTD.,BSE,ExchangeList
ASHAPURMIN,ASHAPURA MINECHEM LTD.,BSE,ExchangeList
SHREEPAC,SHREE PACETRONIX LTD.,BSE,ExchangeList
GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,BSE,ExchangeList
INDIACEM,INDIA CEMENTS LTD.,BSE,ExchangeList
JKTYRE,JK TYRE & INDUSTRIES LTD.,BSE,ExchangeList
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,BSE,ExchangeList
SIL,STANDARD INDUSTRIES LTD.,BSE,ExchangeList
JUBLPHARMA,Jubilant Pharmova Ltd,BSE,ExchangeList
THEINVEST,The Investment Trust Of India Ltd,BSE,ExchangeList
SAMYAKINT,SAMYAK INTERNATIONAL LTD.,BSE,ExchangeList
AADIIND,AADI INDUSTRIES LTD.,BSE,ExchangeList
SANTOSHF,SANTOSH FINE-FAB LTD.,BSE,ExchangeList
SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,BSE,ExchangeList
ACKNIT,ACKNIT INDUSTRIES LTD.,BSE,ExchangeList
TITANSEC,TITAN SECURITIES LTD.,BSE,ExchangeList
REALECO,Real Eco-Energy Ltd,BSE,ExchangeList
HRMNYCP,HARMONY CAPITAL SERVICES LTD.,BSE,ExchangeList
VIVANZA,Vivanza Biosciences Ltd,BSE,ExchangeList
YASHRAJC,YASHRAJ CONTAINEURS LTD.,BSE,ExchangeList
LORDSHOTL,Lords Ishwar Hotels Limited,BSE,ExchangeList
CSLFINANCE,CSL Finance Ltd,BSE,ExchangeList
SANGHVIMOV,SANGHVI MOVERS LTD.,BSE,ExchangeList
SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,BSE,ExchangeList
FRSHTRP,FRESHTROP FRUITS LTD.,BSE,ExchangeList
FAZE3Q,FAZE THREE LTD.-$,BSE,ExchangeList
PRADHIN,Pradhin Ltd,BSE,ExchangeList
ANUPAM,Anupam Finserv Ltd,BSE,ExchangeList
RAJPACK,RAJ PACKAGING INDUSTRIES LTD.,BSE,ExchangeList
PRIVISCL,Privi Speciality Chemicals Ltd,BSE,ExchangeList
NATRAJPR,NATRAJ PROTEINS LTD.,BSE,ExchangeList
SAMRATPH,SAMRAT PHARMACHEM LTD.-$,BSE,ExchangeList
NPRFIN,NPR FINANCE LTD.,BSE,ExchangeList
NILE,NILE LTD.,BSE,ExchangeList
UDAICEMENT,UDAIPUR CEMENT WORKS LTD.,BSE,ExchangeList
AMCOIND,AMCO INDIA LTD.-$,BSE,ExchangeList
OPTIEMUS,Optiemus Infracom Ltd,BSE,ExchangeList
KREONFIN,KREON FINNANCIAL SERVICES LTD.,BSE,ExchangeList
GYANDEV,GYAN DEVELOPERS & BUILDERS LTD.,BSE,ExchangeList
KISAN,KISAN MOULDINGS LTD.-$,BSE,ExchangeList
VIJAYTX,VIJAY TEXTILES LTD.,BSE,ExchangeList
GARODCH,GARODIA CHEMICALS LTD.,BSE,ExchangeList
KERALAYUR,KERALA AYURVEDA LTD.,BSE,ExchangeList
MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,BSE,ExchangeList
MOHITPPR,MOHIT PAPER MILLS LTD.,BSE,ExchangeList
DAULAT,DAULAT SECURITIES LTD.,BSE,ExchangeList
OSCARGLO,OSCAR GLOBAL LTD.,BSE,ExchangeList
ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$,BSE,ExchangeList
RSCINT,RSC INTERNATIONAL LTD.,BSE,ExchangeList
SURATRAML,Surat Trade and Mercantile Ltd,BSE,ExchangeList
ATHARVENT,ATHARV ENTERPRISES LTD.,BSE,ExchangeList
FUNDVISER,Fundviser Capital (India) Ltd,BSE,ExchangeList
THEMISMED,THEMIS MEDICARE LTD.,BSE,ExchangeList
KALLAM,Kallam Textiles Ltd-$,BSE,ExchangeList
FORINTL,FORTUNE INTERNATIONAL LTD.,BSE,ExchangeList
KINGSINFR,Kings Infra Ventures Limited,BSE,ExchangeList
SUBSM,SUBHASH SILK MILLS LTD.,BSE,ExchangeList
AUROLAB,AURO LABORATORIES LTD.,BSE,ExchangeList
KJMCFIN,KJMC FINANCIAL SERVICES LTD.,BSE,ExchangeList
SUVEN,SUVEN LIFE SCIENCES LTD.,BSE,ExchangeList
ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,BSE,ExchangeList
BRIDGESE,BRIDGE SECURITIES LTD.,BSE,ExchangeList
RISAINTL,RISA INTERNATIONAL LTD.,BSE,ExchangeList
RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,BSE,ExchangeList
KAYPOWR,KAY POWER AND PAPER LTD.,BSE,ExchangeList
INTSTOIL,INTER STATE OIL CARRIER LTD.,BSE,ExchangeList
GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,BSE,ExchangeList
SAINIK,SAINIK FINANCE & INDUSTRIES LTD.,BSE,ExchangeList
ARIGATO,Arigato Universe Ltd,BSE,ExchangeList
RICHUNV,RICH UNIVERSE NETWORK LTD.,BSE,ExchangeList
QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.,BSE,ExchangeList
SPCAPIT,SP CAPITAL FINANCING LTD.,BSE,ExchangeList
PAOS,Paos Industries Ltd,BSE,ExchangeList
KOTHARIPRO,KOTHARI PRODUCTS LTD.,BSE,ExchangeList
PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,BSE,ExchangeList
CLSEL,CHAMAN LAL SETIA EXPORTS LTD.-$,BSE,ExchangeList
CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,BSE,ExchangeList
KIMIABL,Kimia Biosciences Ltd,BSE,ExchangeList
HINDTIN,HINDUSTAN TIN WORKS LTD.-$,BSE,ExchangeList
GODAVARI,GODAVARI DRUGS LTD.,BSE,ExchangeList
PREMCO,PREMCO GLOBAL LTD.-$,BSE,ExchangeList
MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,BSE,ExchangeList
GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,BSE,ExchangeList
ASIANENE,Asian Energy Services Ltd,BSE,ExchangeList
KBSINDIA,KBS INDIA LIMITED,BSE,ExchangeList
PRABHHANS,Prabhhans Industries Ltd,BSE,ExchangeList
UGARSUGAR,UGAR SUGAR WORKS LTD.-$,BSE,ExchangeList
ORIENTBELL,ORIENT BELL LIMITED-$,BSE,ExchangeList
NRBBEARING,NRB BEARINGS LTD.,BSE,ExchangeList
VAMSHIRU,VAMSHI RUBBER LTD.,BSE,ExchangeList
NILAINFRA,NILA INFRASTRUCTURES LTD.,BSE,ExchangeList
DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,BSE,ExchangeList
VINYOFL,VINYOFLEX LTD.,BSE,ExchangeList
JINDCAP,JINDAL CAPITAL LTD.,BSE,ExchangeList
EPIC,EPIC ENERGY LTD.-$,BSE,ExchangeList
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,BSE,ExchangeList
KUWERIN,KUWER INDUSTRIES LTD.,BSE,ExchangeList
CHOKSI,CHOKSI IMAGING LTD.,BSE,ExchangeList
ASHISHPO,ASHISH POLYPLAST LTD.,BSE,ExchangeList
ADORFO,ADOR FONTECH LTD.-$,BSE,ExchangeList
SHIVAAGRO,SHIVA GLOBAL AGRO INDUSTRIES LTD.,BSE,ExchangeList
SIDDHA,SIDDHA VENTURES LTD.,BSE,ExchangeList
KIRANSY-B,KIRAN SYNTEX LTD.,BSE,ExchangeList
SUMERUIND,SUMERU INDUSTRIES LTD.,BSE,ExchangeList
RUNGTAIR,RUNGTA IRRIGATION LTD.,BSE,ExchangeList
CINERAD,CINERAD COMMUNICATIONS LTD.,BSE,ExchangeList
VALSONQ,VALSON INDUSTRIES LTD.-$,BSE,ExchangeList
SABOOSOD,SABOO SODIUM CHLORO LTD.,BSE,ExchangeList
GSLSEC,GSL SECURITIES LTD.,BSE,ExchangeList
TINNARUBR,Tinna Rubber and Infrastructure Limited,BSE,ExchangeList
VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,BSE,ExchangeList
STRATMONT,Stratmont Industries Ltd,BSE,ExchangeList
AKCAPIT,A.K.CAPITAL SERVICES LTD.,BSE,ExchangeList
RELAXO,RELAXO FOOTWEARS LTD.-$,BSE,ExchangeList
VIRAT,VIRAT INDUSTRIES LTD.,BSE,ExchangeList
RRETAIL,Rajnish Retail Ltd,BSE,ExchangeList
TERAI,TERAI TEA CO.LTD.,BSE,ExchangeList
MANRAJH,MANRAJ HOUSING FINANCE LTD.,BSE,ExchangeList
COSCO,COSCO (INDIA) LTD.-$,BSE,ExchangeList
KENFIN,KEN FINANCIAL SERVICES LTD.,BSE,ExchangeList
SHILPAMED,SHILPA MEDICARE LTD.,BSE,ExchangeList
PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,BSE,ExchangeList
NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,BSE,ExchangeList
POPEES,Popees Cares Ltd,BSE,ExchangeList
EXPLICITFIN,EXPLICIT FINANCE LTD.,BSE,ExchangeList
LADDERUP,LADDERUP FINANCE LTD.,BSE,ExchangeList
UYFINCORP,U. Y. Fincorp Ltd,BSE,ExchangeList
EKAMLEA,EKAM LEASING & FINANCE CO.LTD.,BSE,ExchangeList
SWASTIKA,SWASTIKA INVESTMART LTD.,BSE,ExchangeList
PRIMAPLA,PRIMA PLASTICS LTD.,BSE,ExchangeList
TELECANOR,TELECANOR GLOBAL LTD.,BSE,ExchangeList
JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.,BSE,ExchangeList
CARNATIN,CARNATION INDUSTRIES LTD.,BSE,ExchangeList
STURDY,STURDY INDUSTRIES LTD.,BSE,ExchangeList
GARGFUR,GARG FURNACE LTD.,BSE,ExchangeList
SAMPRE,SAMPRE NUTRITIONS LTD.,BSE,ExchangeList
AAIL,Akar Auto Industries Ltd,BSE,ExchangeList
VIPULORG,Vipul Organics Ltd,BSE,ExchangeList
ECORECO,ECO RECYCLING LTD.,BSE,ExchangeList
GOODLUCK,Goodluck India Ltd,BSE,ExchangeList
GOYALASS,GOYAL ASSOCIATES LTD.,BSE,ExchangeList
ZENITHHE,ZENITH HEALTH CARE LTD.,BSE,ExchangeList
ACEENGITEC,Ace Engitech Ltd,BSE,ExchangeList
YORKEXP,YORK EXPORTS LTD.,BSE,ExchangeList
SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,BSE,ExchangeList
LYKISLTD,Lykis Limited,BSE,ExchangeList
PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,BSE,ExchangeList
ZENLABS,Zenlabs Ethica Ltd,BSE,ExchangeList
RAJRILTD,Raj Rayon Industries Limited-$,BSE,ExchangeList
FLORATX,FLORA TEXTILES LTD.,BSE,ExchangeList
GOWRALE,GOWRA LEASING & FINANCE LTD.,BSE,ExchangeList
JAGANLAM,JAGAN LAMPS LTD.,BSE,ExchangeList
AJEL,AJEL LTD.,BSE,ExchangeList
ALPSINDUS,ALPS INDUSTRIES LTD.,BSE,ExchangeList
ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,BSE,ExchangeList
ENCODE,Encode Packaging India Ltd,BSE,ExchangeList
SUPERBAK,SUPER BAKERS (INDIA) LTD.,BSE,ExchangeList
OVOBELE,OVOBEL FOODS LTD.,BSE,ExchangeList
CHALLANI,Challani Capital Ltd,BSE,ExchangeList
CORNE,CORAL NEWSPRINTS LTD.,BSE,ExchangeList
STERTOOLS,STERLING TOOLS LTD.-$,BSE,ExchangeList
AGARWAL,Agarwal Fortune India Ltd,BSE,ExchangeList
DYNAMICP,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,BSE,ExchangeList
INLANPR,INLAND PRINTERS LTD.,BSE,ExchangeList
CEEJAY,CEEJAY FINANCE LTD.,BSE,ExchangeList
SUNCITYSY,SUNCITY SYNTHETICS LTD.,BSE,ExchangeList
SHGANEL,SHREE GANESH ELASTOPLAST LTD.,BSE,ExchangeList
ANNAINFRA,ANNA INFRASTRUCTURES LTD.,BSE,ExchangeList
BHAGERIA,Bhageria Industries Ltd,BSE,ExchangeList
OIVL,Onesource Ideas Venture Ltd,BSE,ExchangeList
BNRUDY,BNR UDYOG LTD.,BSE,ExchangeList
KRBL,KRBL LTD.,BSE,ExchangeList
SSPDL,SSPDL LTD.-$,BSE,ExchangeList
DAIKAFFI,DAIKAFFIL CHEMICALS INDIA LTD.,BSE,ExchangeList
CILSEC,CIL SECURITIES LTD.,BSE,ExchangeList
CLIOINFO,CLIO INFOTECH LTD.,BSE,ExchangeList
CUPID,CUPID LTD.-$,BSE,ExchangeList
SUNSHIEL,SUNSHIELD CHEMICALS LTD.,BSE,ExchangeList
HIPOLIN,HIPOLIN LTD.,BSE,ExchangeList
GDLLEAS,GDL LEASING & FINANCE LTD.,BSE,ExchangeList
CHEMBOND,CHEMBOND CHEMICALS LTD.-$,BSE,ExchangeList
CIFL,Capital India Finance Ltd,BSE,ExchangeList
ABVL,Arunjyoti Bio Ventures Ltd,BSE,ExchangeList
SUCROSA,SUPER CROP SAFE LTD.,BSE,ExchangeList
NGIND,N.G.INDUSTRIES LTD.-$,BSE,ExchangeList
ASIAPAK,ASIA PACK LTD.,BSE,ExchangeList
SICAPIT,SI CAPITAL & FINANCIAL SERVICES LTD.,BSE,ExchangeList
ERPSOFT,ERP SOFT SYSTEMS LTD.,BSE,ExchangeList
RRSECUR,R.R.SECURITIES LTD.,BSE,ExchangeList
REMSONSIND,REMSONS INDUSTRIES LTD.,BSE,ExchangeList
RAMSONS,RAMSONS PROJECTS LTD.,BSE,ExchangeList
HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,BSE,ExchangeList
EUROASIA,EURO ASIA EXPORTS LTD.,BSE,ExchangeList
STANPACK,STANPACKS (INDIA) LTD.,BSE,ExchangeList
SABTNL,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,BSE,ExchangeList
RAMINFO,RAMINFO LIMITED,BSE,ExchangeList
SUNILAGR,SUNIL AGRO FOODS LTD.-$,BSE,ExchangeList
DIANATEA,DIANA TEA CO.LTD.,BSE,ExchangeList
VIKASECO,Vikas EcoTech Ltd,BSE,ExchangeList
IOC,INDIAN OIL CORPORATION LTD.,BSE,ExchangeList
ALFAICA,ALFA ICA (INDIA) LTD.,BSE,ExchangeList
SKCIL,Shri Keshav Cements And Infra Ltd,BSE,ExchangeList
INDIAHOME,INDIA HOME LOAN LTD.,BSE,ExchangeList
ROOPAIND,ROOPA INDUSTRIES LTD.,BSE,ExchangeList
UNIQUEO,UNIQUE ORGANICS LTD.,BSE,ExchangeList
BALAMINES,BALAJI AMINES LTD.-$,BSE,ExchangeList
SWRNASE,SWARNA SECURITIES LTD.,BSE,ExchangeList
