SecurityId,AssetName,ExchangeType,SchemaName
TRL,Taylormade Renewables Ltd,BSE,ExchangeList
LEMONTREE,Lemon Tree Hotels Ltd,BSE,ExchangeList
CHEMFAB,Chemfab Alkalis Ltd,BSE,ExchangeList
HARDWYN,Hardwyn India Ltd,BSE,ExchangeList
DLCL,Dr Lalchandani Labs Ltd,BSE,ExchangeList
ORIENTELEC,Orient Electric Ltd,BSE,ExchangeList
DHRUV,Dhruv Consultancy Services Ltd,BSE,ExchangeList
AKSHAR,Akshar Spintex Ltd,BSE,ExchangeList
INDOUS,Indo Us Bio-Tech Ltd,BSE,ExchangeList
BSE500IETF,ICICI Prudential S&P BSE 500 ETF,BSE,ExchangeList
INDOSTAR,Indostar Capital Finance Ltd,BSE,ExchangeList
MILEFUR,Milestone Furniture Ltd,BSE,ExchangeList
UHZAVERI,U. H. Zaveri Ltd,BSE,ExchangeList
PARVATI,Parvati Sweetners and Power Ltd,BSE,ExchangeList
MEGASTAR,Megastar Foods Ltd,BSE,ExchangeList
INNOVATORS,Innovators Facade Systems Ltd,BSE,ExchangeList
UCIL,Unifinz Capital India Ltd,BSE,ExchangeList
ZIMLAB,Zim Laboratories Ltd,BSE,ExchangeList
AFFORDABLE,Affordable Robotic & Automation Ltd,BSE,ExchangeList
DOLLAR,Dollar Industries Ltd,BSE,ExchangeList
NGIL,Nakoda Group of Industries Ltd,BSE,ExchangeList
PALMJEWELS,Palm Jewels Ltd,BSE,ExchangeList
WAA,Waa Solar Ltd,BSE,ExchangeList
ADANIGREEN,Adani Green Energy Ltd,BSE,ExchangeList
UNICK,Unick Fix-A-Form And Printers Ltd,BSE,ExchangeList
SOLARA,Solara Active Pharma Sciences Ltd,BSE,ExchangeList
GAYAHWS,Gayatri Highways Ltd,BSE,ExchangeList
RITES,RITES Ltd,BSE,ExchangeList
FINEORG,Fine Organic Industries Ltd,BSE,ExchangeList
VARROC,Varroc Engineering Ltd,BSE,ExchangeList
RAJNISH,Rajnish Wellness Ltd,BSE,ExchangeList
STRAEXPO,Sophia Traexpo Ltd,BSE,ExchangeList
RAWEDGE,Raw Edge Industrial Solutions Ltd,BSE,ExchangeList
TCNSBRANDS,TCNS Clothing Co. Ltd,BSE,ExchangeList
SUPERSHAKT,Supershakti Metaliks Ltd,BSE,ExchangeList
ASHNI,Ashnisha Industries Ltd,BSE,ExchangeList
RACONTEUR,Raconteur Global Resources Ltd,BSE,ExchangeList
HDFCAMC,HDFC Asset Management Company Ltd,BSE,ExchangeList
VIVANTA,Vivanta Industries Ltd,BSE,ExchangeList
TINNATFL,Tinna Trade Ltd,BSE,ExchangeList
CREDITACC,CreditAccess Grameen Ltd,BSE,ExchangeList
AMINTAN,Amin Tannery Ltd,BSE,ExchangeList
DEEP,Deep Polymers Ltd,BSE,ExchangeList
SMEL,Sungold Media and Entertainment Ltd,BSE,ExchangeList
NEXT50IETF,ICICI Prudential Nifty Next 50 ETF,BSE,ExchangeList
ASRL,Add-Shop ERetail Ltd,BSE,ExchangeList
SPACEINCUBA,Space Incubatrics Technologies Ltd,BSE,ExchangeList
SGIL,Synergy Green Industries Ltd,BSE,ExchangeList
RANJEET,Ranjeet Mechatronics Ltd,BSE,ExchangeList
IRCON,IRCON International Ltd,BSE,ExchangeList
SKYGOLD,Sky Gold Ltd,BSE,ExchangeList
SETFSN50,SBI - ETF - SENSEX NEXT 50,BSE,ExchangeList
MACH,Mac Hotels Ltd,BSE,ExchangeList
MANORAMA,Manorama Industries Ltd,BSE,ExchangeList
INNOVATIVE,Innovative Ideals and Services (India) Ltd,BSE,ExchangeList
AAVAS,AAVAS Financiers Ltd,BSE,ExchangeList
GRSE,Garden Reach Shipbuilders & Engineers Ltd,BSE,ExchangeList
AAL,A-1 Acid Ltd,BSE,ExchangeList
DOLFIN,Dolfin Rubbers Ltd,BSE,ExchangeList
SHUBHAM,Shubham Polyspin Ltd,BSE,ExchangeList
AKI,AKI India Ltd,BSE,ExchangeList
SUNRETAIL,Sun Retail Ltd,BSE,ExchangeList
SMGOLD,S. M. Gold Ltd,BSE,ExchangeList
VIVIDM,Vivid Mercantile Ltd,BSE,ExchangeList
BCPL,BCPL Railway Infrastructure Ltd,BSE,ExchangeList
ATGL,Adani Total Gas Ltd,BSE,ExchangeList
PHOSPHATE,The Phosphate Company Ltd,BSE,ExchangeList
NIFTYETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),BSE,ExchangeList
TECHNOE,Techno Electric & Engineering Company Ltd,BSE,ExchangeList
RONI,Roni Households Ltd,BSE,ExchangeList
SKIFL,Shree Krishna Infrastructure Ltd,BSE,ExchangeList
DGL,Diksha Greens Ltd,BSE,ExchangeList
ARYAN,Aryan Share and Stock Brokers Ltd,BSE,ExchangeList
NIVAKA,Nivaka Fashions Ltd,BSE,ExchangeList
DALBHARAT,Dalmia Bharat Ltd,BSE,ExchangeList
ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,BSE,ExchangeList
NILASPACES,Nila Spaces Ltd,BSE,ExchangeList
SRD,Shankar Lal Rampal Dye-Chem Ltd,BSE,ExchangeList
TREJHARA,Trejhara Solutions Ltd,BSE,ExchangeList
DECCAN,Deccan Health Care Ltd,BSE,ExchangeList
AXITA,Axita Cotton Ltd,BSE,ExchangeList
KPIGREEN,KPI Green Energy Ltd,BSE,ExchangeList
HIKLASS,Hi-Klass Trading and Investment Ltd,BSE,ExchangeList
RPSGVENT,RPSG Ventures Ltd,BSE,ExchangeList
SPENCERS,Spencers Retail Ltd,BSE,ExchangeList
GLOSTERLTD,Gloster Ltd,BSE,ExchangeList
XELPMOC,Xelpmoc Design and Tech Ltd,BSE,ExchangeList
SPACAPS,SPA Capital Services Ltd,BSE,ExchangeList
AARSHYAM,Aar Shyam India Investment Company Ltd,BSE,ExchangeList
RITCO,Ritco Logistics Ltd,BSE,ExchangeList
CHALET,Chalet Hotels Ltd,BSE,ExchangeList
ANMOL,Anmol India Ltd,BSE,ExchangeList
JONJUA,Jonjua Overseas Ltd,BSE,ExchangeList
KRANTI,Kranti Industries Ltd,BSE,ExchangeList
ANUP,The Anup Engineering Ltd,BSE,ExchangeList
ARVINDFASN,Arvind Fashions Ltd,BSE,ExchangeList
UTISXN50,UTI S&P BSE Sensex Next 50 ETF,BSE,ExchangeList
JYOTIN,Jyot International Marketing Ltd,BSE,ExchangeList
AGOL,Ashapuri Gold Ornament Ltd,BSE,ExchangeList
AARTECH,Aartech Solonics Ltd,BSE,ExchangeList
HBEL,Humming Bird Education Ltd,BSE,ExchangeList
MSTCLTD,MSTC Ltd,BSE,ExchangeList
ROOPSHRI,Roopshri Resorts Ltd,BSE,ExchangeList
CHANDNIMACH,Chandni Machines Ltd,BSE,ExchangeList
NSL,Northern Spirits Ltd,BSE,ExchangeList
RVNL,Rail Vikas Nigam Ltd,BSE,ExchangeList
METROPOLIS,Metropolis Healthcare Ltd,BSE,ExchangeList
KPITTECH,KPIT Technologies Ltd,BSE,ExchangeList
POLYCAB,Polycab India Ltd,BSE,ExchangeList
VRFILMS,V R Films & Studios Ltd,BSE,ExchangeList
VIKASLIFE,Vikas Lifecare Ltd,BSE,ExchangeList
NEOGEN,Neogen Chemicals Ltd,BSE,ExchangeList
GKP,G. K. P. Printing & Packaging Ltd,BSE,ExchangeList
WORL,White Organic Retail Ltd,BSE,ExchangeList
EVANS,Evans Electric Ltd,BSE,ExchangeList
BMW,BMW Industries Ltd,BSE,ExchangeList
AEPL,Artemis Electricals and Projects Ltd,BSE,ExchangeList
CHCL,Cian Healthcare Ltd,BSE,ExchangeList
DEL,Dhanashree Electronics Ltd,BSE,ExchangeList
HARISH,Harish Textile Engineers Ltd,BSE,ExchangeList
PPL,Prakash Pipes Ltd,BSE,ExchangeList
PARSHVA,Parshva Enterprises Ltd,BSE,ExchangeList
ARL,Anand Rayons Ltd,BSE,ExchangeList
MURAE,Murae Organisor Ltd,BSE,ExchangeList
SBC,SBC Exports Ltd,BSE,ExchangeList
INDIAMART,IndiaMART InterMESH Ltd,BSE,ExchangeList
SKIEL,SK International Export Ltd,BSE,ExchangeList
DCMNVL,DCM Nouvelle Ltd,BSE,ExchangeList
BANKIETF,ICICI Prudential Nifty Bank ETF,BSE,ExchangeList
SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50,BSE,ExchangeList
AFFLE,Affle (India) Ltd,BSE,ExchangeList
SEACOAST,Seacoast Shipping Services Ltd,BSE,ExchangeList
PVTBANIETF,ICICI Prudential Nifty Private Bank ETF,BSE,ExchangeList
SPANDANA,Spandana Sphoorty Financial Ltd,BSE,ExchangeList
SWSOLAR,Sterling and Wilson Renewable Energy Ltd,BSE,ExchangeList
ALPHALOGIC,Alphalogic Techsys Ltd,BSE,ExchangeList
NOVATEOR,Novateor Research Laboratories Ltd,BSE,ExchangeList
360ONE,360 ONE WAM LTD,BSE,ExchangeList
IIFLSEC,IIFL Securities Ltd,BSE,ExchangeList
MUFIN,Mufin Green Finance Ltd,BSE,ExchangeList
MISQUITA,Misquita Engineering Ltd,BSE,ExchangeList
GALACTICO,Galactico Corporate Services Ltd,BSE,ExchangeList
VEL,Vaxfab Enterprises Ltd,BSE,ExchangeList
NIESSPJ,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLANDIVIDEND PAYOUT,BSE,ExchangeList
NIESSPI,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
NIESSPB,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT BONUS PLAN BONUS,BSE,ExchangeList
NIESSPO,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,ExchangeList
NIESSPC,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,BSE,ExchangeList
NIESSPP,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
NIESSPA,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - BONUS PLANBONUS,BSE,ExchangeList
NIESSPG,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
FLUOROCHEM,Gujarat Fluorochemicals Ltd,BSE,ExchangeList
NIEHSPA,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1- DIRECT DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
NIEHSPB,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,ExchangeList
NIEHSPC,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
NIEHSPF,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
NIEHSPI,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,ExchangeList
NIEHSPK,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
NIEHSPM,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN DIVIDEND PAYOUT,BSE,ExchangeList
NIEHSPN,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
IRCTC,Indian Railway Catering and Tourism Corporation Ltd,BSE,ExchangeList
NIESSPD,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
NIESSPE,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,BSE,ExchangeList
NIESSPF,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,ExchangeList
NIEHSPD,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,BSE,ExchangeList
NIESSPH,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIRECT QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,ExchangeList
NIEHSPE,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,ExchangeList
NIESSPK,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
NIEHSPG,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIRECT GROWTH PLAN GROWTH,BSE,ExchangeList
NIEHSPH,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN DIVIDEND PAYOUT,BSE,ExchangeList
NIEHSPJ,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
NIEHSPL,NIPPON INDIA EQUITY HYBRID FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN DIVIDEND PAYOUT,BSE,ExchangeList
NIESSPL,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - GROWTH PLAN GROWTH,BSE,ExchangeList
NIESSPM,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,ExchangeList
NIESSPN,NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY DIVIDEND PLAN REINVESTMENT,BSE,ExchangeList
GOBLIN,Goblin India Ltd,BSE,ExchangeList
GENSOL,Gensol Engineering Ltd,BSE,ExchangeList
VISHWARAJ,Vishwaraj Sugar Industries Ltd,BSE,ExchangeList
GREENPANEL,Greenpanel Industries Ltd,BSE,ExchangeList
SHAHLON,Shahlon Silk Industries Ltd,BSE,ExchangeList
ABSLBANETF,Aditya Birla Sun Life Nifty Bank ETF,BSE,ExchangeList
MOUNT,Mount Housing and Infrastructure Ltd,BSE,ExchangeList
ANUROOP,Anuroop Packaging Ltd,BSE,ExchangeList
COLABCLOUD,Colab Cloud Platforms Ltd,BSE,ExchangeList
CSBBANK,CSB Bank Ltd,BSE,ExchangeList
UJJIVANSFB,Ujjivan Small Finance Bank Ltd,BSE,ExchangeList
HINDWAREAP,Hindware Home Innovation Ltd,BSE,ExchangeList
EASUN,Easun Capital Markets Ltd,BSE,ExchangeList
PRINCEPIPE,Prince Pipes and Fittings Ltd,BSE,ExchangeList
ASSAMENT,Assam Entrade Ltd,BSE,ExchangeList
GIANLIFE,Gian Life Care Ltd,BSE,ExchangeList
ARTEMISMED,Artemis Medicare Services Ltd,BSE,ExchangeList
SUMICHEM,Sumitomo Chemical India Ltd,BSE,ExchangeList
MIDCAPIETF,ICICI Prudential Nifty Midcap 150 ETF,BSE,ExchangeList
NEXT50,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),BSE,ExchangeList
JANUSCORP,Janus Corporation Ltd,BSE,ExchangeList
VARDHANCFL,Vardhan Capital & Finance Ltd,BSE,ExchangeList
UNIVPHOTO,Universus Photo Imagings Ltd,BSE,ExchangeList
CBPL,Chandra Bhagat Pharma Ltd,BSE,ExchangeList
OCTAVIUSPL,Octavius Plantations Ltd,BSE,ExchangeList
SUVENPHAR,Suven Pharmaceuticals Ltd,BSE,ExchangeList
SMAUTO,SM Auto Stamping Ltd,BSE,ExchangeList
SBICARD,SBI Cards and Payment Services Ltd,BSE,ExchangeList
08MPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08ADR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08MPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08AMD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08BPB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),BSE,ExchangeList
08GPG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),BSE,ExchangeList
08ABB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),BSE,ExchangeList
08QPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08AGG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),BSE,ExchangeList
08QPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08AQD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08DPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08AQR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08DPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
08ADD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),BSE,ExchangeList
ROJL,RO Jewels Ltd,BSE,ExchangeList
COSPOWER,Cospower Engineering Ltd,BSE,ExchangeList
11DPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,BSE,ExchangeList
11GPG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,BSE,ExchangeList
11MPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,ExchangeList
11MPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,BSE,ExchangeList
11QPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,ExchangeList
11QPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,BSE,ExchangeList
11ADD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,BSE,ExchangeList
11ADR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,BSE,ExchangeList
11AGG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,BSE,ExchangeList
11AMD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,ExchangeList
11AMR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,BSE,ExchangeList
11AQD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,BSE,ExchangeList
11AQR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,BSE,ExchangeList
11DPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,BSE,ExchangeList
POWERINDIA,Hitachi Energy India Ltd,BSE,ExchangeList
DJML,DJ Mediaprint & Logistics Ltd,BSE,ExchangeList
NATURAL,Natural Biocon (India) Ltd,BSE,ExchangeList
REGIS,Regis Industries Ltd,BSE,ExchangeList
BILLWIN,Billwin Industries Ltd,BSE,ExchangeList
AARTISURF,Aarti Surfactants Ltd,BSE,ExchangeList
BONLON,Bonlon Industries Ltd,BSE,ExchangeList
BOROLTD,Borosil Ltd,BSE,ExchangeList
ROSSARI,Rossari Biotech Ltd,BSE,ExchangeList
NDRAUTO,NDR Auto Components Ltd,BSE,ExchangeList
SBGLP,Suratwwala Business Group Ltd,BSE,ExchangeList
ALPL30IETF,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,BSE,ExchangeList
MAXHEALTH,Max Healthcare Institute Ltd,BSE,ExchangeList
ITIETF,ICICI Prudential Nifty IT ETF,BSE,ExchangeList
MAXIND,Max India Ltd,BSE,ExchangeList
HDFCNIFBAN,HDFC Nifty Banking ETF,BSE,ExchangeList
UTIBANKETF,UTI NIFTY BANK ETF,BSE,ExchangeList
HAPPSTMNDS,Happiest Minds Technologies Ltd,BSE,ExchangeList
ROUTE,Route Mobile Ltd,BSE,ExchangeList
SAMRATFORG,Samrat Forgings Ltd,BSE,ExchangeList
ADVAIT,Advait Infratech Ltd,BSE,ExchangeList
ADL,Archidply Decor Ltd,BSE,ExchangeList
CAMS,Computer Age Management Services Ltd,BSE,ExchangeList
CHEMCON,Chemcon Speciality Chemicals Ltd,BSE,ExchangeList
SECMARK,SecMark Consultancy Ltd,BSE,ExchangeList
ANGELONE,Angel One Ltd,BSE,ExchangeList
ATAM,Atam Valves Ltd,BSE,ExchangeList
MAZDOCK,Mazagon Dock Shipbuilders Ltd,BSE,ExchangeList
UTIAMC,UTI Asset Management Company Ltd,BSE,ExchangeList
GMPL,G M Polyplast Ltd,BSE,ExchangeList
LIKHITHA,Likhitha Infrastructure Ltd,BSE,ExchangeList
VGIL,Veer Global Infraconstruction Ltd,BSE,ExchangeList
HEMIPROP,Hemisphere Properties India Ltd,BSE,ExchangeList
EQUITASBNK,Equitas Small Finance Bank Ltd,BSE,ExchangeList
SHINEFASH,Shine Fashions (India) Ltd,BSE,ExchangeList
GLAND,Gland Pharma Ltd,BSE,ExchangeList
ESG,Mirae Asset Nifty 100 ESG Sector Leaders ETF,BSE,ExchangeList
RBA,Restaurant Brands Asia Ltd,BSE,ExchangeList
TARC,Tarc Ltd,BSE,ExchangeList
RVHL,Ravinder Heights Ltd,BSE,ExchangeList
FAIRCHEMOR,Fairchem Organics Ltd,BSE,ExchangeList
BECTORFOOD,Mrs. Bectors Food Specialities Ltd,BSE,ExchangeList
AWHCL,Antony Waste Handling Cell Ltd,BSE,ExchangeList
INFRABEES,Nippon India ETF Nifty Infrastructure BeES,BSE,ExchangeList
RFLL,Rita Finance and Leasing Ltd,BSE,ExchangeList
IRFC,Indian Railway Finance Corporation Ltd,BSE,ExchangeList
INDIGOPNTS,Indigo Paints Ltd,BSE,ExchangeList
HOMEFIRST,Home First Finance Company India Ltd,BSE,ExchangeList
STOVEKRAFT,Stove Kraft Ltd,BSE,ExchangeList
MRP,MRP Agro Ltd,BSE,ExchangeList
SMCGLOBAL,SMC Global Securities Ltd,BSE,ExchangeList
NURECA,Nureca Ltd,BSE,ExchangeList
RAILTEL,RailTel Corporation of India Ltd,BSE,ExchangeList
HERANBA,Heranba Industries Ltd,BSE,ExchangeList
DAVANGERE,Davangere Sugar Company Ltd,BSE,ExchangeList
DRCSYSTEMS,DRC Systems India Ltd,BSE,ExchangeList
MTARTECH,MTAR Technologies Ltd,BSE,ExchangeList
JUBLINGREA,Jubilant Ingrevia Ltd,BSE,ExchangeList
EASEMYTRIP,Easy Trip Planners Ltd,BSE,ExchangeList
KMEW,Knowledge Marine & Engineering Works Ltd,BSE,ExchangeList
SUUMAYA,Suumaya Corporation Ltd,BSE,ExchangeList
ANURAS,Anupam Rasayan India Ltd,BSE,ExchangeList
CRAFTSMAN,Craftsman Automation Ltd,BSE,ExchangeList
LXCHEM,Laxmi Organic Industries Ltd,BSE,ExchangeList
KALYANKJIL,Kalyan Jewellers India Ltd,BSE,ExchangeList
SURYODAY,Suryoday Small Finance Bank Ltd,BSE,ExchangeList
NAZARA,Nazara Technologies Ltd,BSE,ExchangeList
SUVIDHAA,Suvidhaa Infoserve Ltd,BSE,ExchangeList
BARBEQUE,Barbeque-Nation Hospitality Ltd,BSE,ExchangeList
EKI,EKI Energy Services Ltd,BSE,ExchangeList
RCAN,Rajeshwari Cans Ltd,BSE,ExchangeList
JETMALL,Jetmall Spices and Masala Ltd,BSE,ExchangeList
LODHA,Macrotech Developers Ltd,BSE,ExchangeList
DEEPINDS,Deep Industries Ltd,BSE,ExchangeList
MAFANG,Mirae Asset NYSE FANG+ ETF,BSE,ExchangeList
HEALTHIETF,ICICI Prudential Nifty Healthcare ETF,BSE,ExchangeList
IWEL,Inox Wind Energy Ltd,BSE,ExchangeList
VINEETLAB,Vineet Laboratories Ltd,BSE,ExchangeList
SHYAMMETL,Shyam Metalics and Energy Ltd,BSE,ExchangeList
SONACOMS,Sona BLW Precision Forgings Ltd,BSE,ExchangeList
NAVODAYENT,Navoday Enterprises Ltd,BSE,ExchangeList
DODLA,Dodla Dairy Ltd,BSE,ExchangeList
KIMS,Krishna Institute of Medical Sciences Ltd,BSE,ExchangeList
ADESHWAR,Adeshwar Meditex Ltd,BSE,ExchangeList
TIMESGREEN,Times Green Energy (India) Ltd,BSE,ExchangeList
IPL,India Pesticides Ltd,BSE,ExchangeList
FOCUS,Focus Business Solution Ltd,BSE,ExchangeList
GRINFRA,G R Infraprojects Ltd,BSE,ExchangeList
CLEAN,Clean Science and Technology Ltd,BSE,ExchangeList
AAPLUSTRAD,AA Plus Tradelink Ltd,BSE,ExchangeList
ZOMATO,Zomato Ltd,BSE,ExchangeList
